filename,orgname,label,multi_label,
funk.00258.wav,ES_Sunny Side of Life - Daniel Fridell.wav,funk,,
funk.00259.wav,ES_Sunset Voyage - Ryan James Carr.wav,funk,,
funk.00260.wav,ES_Sweet Smooth Candy Groove - OTE.wav,funk,,
funk.00261.wav,ES_Tamarindo - Dexter & The Disciples.wav,funk,,
funk.00262.wav,ES_Tcha Tcha Abeba - El Flaco Collective.wav,funk,,
funk.00263.wav,ES_The Fonky Fix - Andreas Dahlback.wav,funk,,
funk.00264.wav,ES_The Green Mill - Rymdklang Soundtracks.wav,funk,,
funk.00265.wav,ES_The Hagenswag - Andreas Dahlback.wav,funk,,
funk.00266.wav,ES_The Highway Bullet - Duke Herrington.wav,funk,,
funk.00267.wav,ES_The Original High Riders - Duke Herrington.wav,funk,,
funk.00268.wav,ES_The Sisters of Funk - J.F. Gloss.wav,funk,,
funk.00269.wav,ES_The Stank Wizard - OTE.wav,funk,,
funk.00270.wav,ES_Time and Bottles - Arc De Soleil.wav,funk,,
funk.00271.wav,ES_Time to Fly - Ryan James Carr.wav,funk,,
funk.00272.wav,ES_Too Slow of a Drive - Arc De Soleil.wav,funk,,
funk.00273.wav,ES_Totem Transport - Arc De Soleil.wav,funk,,
funk.00274.wav,ES_Train of Liberation - Arc De Soleil.wav,funk,,
funk.00275.wav,ES_Trick Question - spring gang.wav,funk,,
funk.00276.wav,ES_Trippy - The Devil's Sway.wav,funk,,
funk.00277.wav,ES_Underwater Ranch - Arc De Soleil.wav,funk,,
funk.00278.wav,ES_Up in Smoke - Duke Herrington.wav,funk,,
funk.00279.wav,ES_Vampire Prince - Sven Lindvall.wav,funk,,
funk.00280.wav,ES_Velvet Drapes - Duke Herrington.wav,funk,,
funk.00281.wav,ES_Veras Song - Victor Lundberg.wav,funk,,
funk.00282.wav,ES_Vibe Check - OTE.wav,funk,,
funk.00283.wav,ES_Vitamin D - Margareta.wav,funk,,
funk.00284.wav,ES_Voluntary Exile - Arc De Soleil.wav,funk,,
funk.00285.wav,ES_Wake Up Call - Gregory David.wav,funk,,
funk.00286.wav,ES_Waste of Bass - OTE.wav,funk,,
funk.00287.wav,ES_Weird Uncle - spring gang.wav,funk,,
funk.00288.wav,ES_Welcome Party People - John Runefelt.wav,funk,,
funk.00289.wav,ES_What Flavor - OTE.wav,funk,,
funk.00290.wav,ES_Where's the Party At - John Runefelt.wav,funk,,
funk.00291.wav,ES_Wide Shot - OTE.wav,funk,,
funk.00292.wav,ES_Wind in Your Sails - Margareta.wav,funk,,
funk.00293.wav,ES_Winning Hand - Ealot.wav,funk,,
funk.00294.wav,ES_Wiz Kid - OTE.wav,funk,,
funk.00295.wav,ES_Woodworking - Daniel Fridell.wav,funk,,
funk.00296.wav,ES_You Set My Soul on Fire - Sture Zetterberg.wav,funk,,
funk.00297.wav,ES_You're the Only One for Me - Gloria Tells.wav,funk,,
funk.00298.wav,ES_Your Beautiful Smile - Sven Lindvall.wav,funk,,
funk.00299.wav,ES_Zigaboos Walk - El Flaco Collective.wav,funk,,
classic.00100.wav,"ES_12 Variations in C Major on _Ah, Vous Dirai-Je Maman_, K. 265_ Variation I - Mira Ma.wav",classic,,"12 Variations in C Major on _Ah, Vous Dirai"
classic.00101.wav,"ES_12 Variations in C Major on _Ah, Vous Dirai-Je Maman_, K. 265_ Variation IV - Mira Ma.wav",classic,,"12 Variations in C Major on _Ah, Vous Dirai"
classic.00102.wav,"ES_12 Variations in C Major on _Ah, Vous Dirai-Je Maman_, K. 265_ Variation IX - Mira Ma.wav",classic,,"12 Variations in C Major on _Ah, Vous Dirai"
classic.00103.wav,"ES_12 Variations in C Major on _Ah, Vous Dirai-Je Maman_, K. 265_ Variation VI - Mira Ma.wav",classic,,"12 Variations in C Major on _Ah, Vous Dirai"
classic.00104.wav,"ES_12 Variations in C Major on _Ah, Vous Dirai-Je Maman_, K. 265_ Variation XII - Allegro - Mira Ma.wav",classic,,"12 Variations in C Major on _Ah, Vous Dirai"
classic.00105.wav,ES_A Glance of Eternity - Ruiqi Zhao.wav,classic,,A Glance of Eternity 
classic.00106.wav,ES_A Little House in Smalltown - Arthur Benson.wav,classic,,A Little House in Smalltown 
classic.00107.wav,ES_A Pure Force - Christoffer Moe Ditlevsen.wav,classic,,A Pure Force 
classic.00108.wav,ES_A Rose by My Tombstone - Ruiqi Zhao.wav,classic,,A Rose by My Tombstone 
classic.00109.wav,ES_A Sad String Quartet - Traditional.wav,classic,,A Sad String Quartet 
classic.00110.wav,ES_A Secret Way - DEX 1200.wav,classic,,A Secret Way 
classic.00111.wav,ES_A Train to Catch - John Utah.wav,classic,,A Train to Catch 
classic.00112.wav,ES_Adherence - Christoffer Moe Ditlevsen.wav,classic,,Adherence 
classic.00113.wav,ES_Aforementioned Love - Howard Harper-Barnes.wav,classic,,Aforementioned Love 
classic.00114.wav,ES_Ahum - Franz Gordon.wav,classic,,Ahum 
classic.00115.wav,ES_Aligned - Hara Noda.wav,classic,blues,Aligned 
classic.00116.wav,ES_All the Wonders - Adriel Fair.wav,classic,,All the Wonders 
classic.00117.wav,ES_Alluvion - Christoffer Moe Ditlevsen.wav,classic,,Alluvion 
classic.00118.wav,ES_Almandite - Christoffer Moe Ditlevsen.wav,classic,,Almandite 
classic.00119.wav,ES_An Alluring Encounter - Jules Gaia.wav,classic,,An Alluring Encounter 
classic.00120.wav,ES_An Obsession - Dayon.wav,classic,,An Obsession 
classic.00121.wav,ES_Anna's Log - Howard Harper-Barnes.wav,classic,,Anna's Log 
classic.00122.wav,ES_Another Ending - Lars Meyer.wav,classic,,Another Ending 
classic.00123.wav,ES_Anthology - Edgar Hopp.wav,classic,,Anthology 
classic.00124.wav,ES_Anticipating a New Day - Stationary Sign.wav,classic,,Anticipating a New Day 
classic.00125.wav,ES_As History Unfolds - Christoffer Moe Ditlevsen.wav,classic,,As History Unfolds 
classic.00126.wav,ES_As She Grabbed the Sky - Lama House.wav,classic,,As She Grabbed the Sky 
classic.00127.wav,ES_Aspire to Inspire - Howard Harper-Barnes.wav,classic,,Aspire to Inspire 
classic.00128.wav,ES_At My Fingertips - Rikard From.wav,classic,,At My Fingertips 
classic.00129.wav,ES_Beyond the Unknown - Megan Wofford.wav,classic,,Beyond the Unknown 
classic.00130.wav,ES_Blank Stare Happy - American Legion.wav,classic,,Blank Stare Happy 
classic.00131.wav,ES_Blood Money - Hampus Naeselius.wav,classic,,Blood Money 
classic.00132.wav,ES_Blues for the Lonesome - Rikard From.wav,classic,,Blues for the Lonesome 
classic.00133.wav,ES_Bring on the Adventure - Raymond Grouse.wav,classic,,Bring on the Adventure 
classic.00134.wav,ES_Can You Find Me - Ruiqi Zhao.wav,classic,,Can You Find Me 
classic.00135.wav,ES_Car Trouble - Trevor Kowalski.wav,classic,,Car Trouble 
classic.00136.wav,ES_Careful Observations - Howard Harper-Barnes.wav,classic,,Careful Observations 
classic.00137.wav,ES_Carnelian - Christoffer Moe Ditlevsen.wav,classic,,Carnelian 
classic.00138.wav,ES_Casaba Dance - Yinon Muallem.wav,classic,,Casaba Dance 
classic.00139.wav,ES_Caution Wet Floor - Ludvig Moulin.wav,classic,,Caution Wet Floor 
classic.00140.wav,ES_Challenge of Fears - Stationary Sign.wav,classic,,Challenge of Fears 
classic.00141.wav,ES_Cherry Blossom Waltz - Trevor Kowalski.wav,classic,,Cherry Blossom Waltz 
classic.00142.wav,ES_Choir Hymn - More than Family.wav,classic,,Choir Hymn 
classic.00143.wav,ES_Classical Pearls - Cercles Nouvelles.wav,classic,,Classical Pearls 
classic.00144.wav,ES_Coco Begins His Journey - David Celeste.wav,classic,,Coco Begins His Journey 
classic.00145.wav,"ES_Cold Hands, Warm Heart - Sayuri Hayashi Egnell.wav",classic,,"Cold Hands, Warm Heart "
classic.00146.wav,ES_Coldfront - John Utah.wav,classic,,Coldfront 
classic.00147.wav,ES_Coltsfoot - Rikard From.wav,classic,,Coltsfoot 
classic.00148.wav,ES_Commence Orbit - Christoffer Moe Ditlevsen.wav,classic,,Commence Orbit 
classic.00149.wav,ES_Continuing On - Megan Wofford.wav,classic,,Continuing On 
classic.00150.wav,ES_Crystal Gloom - Rand Aldo.wav,classic,,Crystal Gloom 
classic.00151.wav,"ES_Dagger, Comanche - Hampus Naeselius.wav",classic,,"Dagger, Comanche "
classic.00152.wav,ES_Dark Sorcerers - Jo Wandrini.wav,classic,,Dark Sorcerers 
classic.00153.wav,ES_Decision to Leave - Anna Landstrom.wav,classic,,Decision to Leave 
classic.00154.wav,ES_Deepstar - Christoffer Moe Ditlevsen.wav,classic,,Deepstar 
classic.00155.wav,ES_Distant Flourish - Ruiqi Zhao.wav,classic,,Distant Flourish 
classic.00156.wav,ES_Drawings of the Past - Magnus Ludvigsson.wav,classic,,Drawings of the Past 
classic.00157.wav,ES_Drunks on Bicycles - Martin Landstrom.wav,classic,,Drunks on Bicycles 
classic.00158.wav,ES_Echoes of Illumination - Megan Wofford.wav,classic,,Echoes of Illumination 
classic.00159.wav,ES_Egression - Christoffer Moe Ditlevsen.wav,classic,,Egression 
classic.00160.wav,ES_Enchanted Winter - Megan Wofford.wav,classic,,Enchanted Winter 
classic.00161.wav,ES_Evening Love Song - Arden Forest.wav,classic,,Evening Love Song 
classic.00162.wav,ES_Everything and Nothing - Hara Noda.wav,classic,,Everything and Nothing 
classic.00163.wav,ES_Farewell Brave Friend - Adriel Fair.wav,classic,,Farewell Brave Friend 
classic.00164.wav,ES_Feeding Pigeons - Magnus Ludvigsson.wav,classic,,Feeding Pigeons 
classic.00165.wav,ES_Fervent - Christoffer Moe Ditlevsen.wav,classic,,Fervent 
classic.00166.wav,ES_Fight Until We Die - Ruiqi Zhao.wav,classic,,Fight Until We Die 
classic.00167.wav,ES_Final Frontier - Hampus Naeselius.wav,classic,,Final Frontier 
classic.00168.wav,ES_Five Minutes Out - John Utah.wav,classic,,Five Minutes Out 
classic.00169.wav,ES_Five Years in a Turkish Prison - Ludvig Moulin.wav,classic,,Five Years in a Turkish Prison 
classic.00170.wav,ES_Forest Moon - Gavin Luke.wav,classic,,Forest Moon 
classic.00171.wav,ES_Forrest Drive - American Legion.wav,classic,,Forrest Drive 
classic.00172.wav,ES_Forthcoming - Howard Harper-Barnes.wav,classic,,Forthcoming 
classic.00173.wav,ES_Fractured Paintings - Trevor Kowalski.wav,classic,,Fractured Paintings 
classic.00174.wav,ES_Full Momentum - Christoffer Moe Ditlevsen.wav,classic,,Full Momentum 
classic.00175.wav,ES_Gargoyle - Eden Avery.wav,classic,,Gargoyle 
classic.00176.wav,ES_Golden City - Jo Wandrini.wav,classic,,Golden City 
classic.00177.wav,ES_Holding on to Hope - Megan Wofford.wav,classic,,Holding on to Hope 
classic.00178.wav,ES_Hope and a Future - Edgar Hopp.wav,classic,,Hope and a Future 
classic.00179.wav,ES_Hybrid Organism - Philip Ayers.wav,classic,,Hybrid Organism 
classic.00180.wav,ES_I Enjoy My Loneliness - Ruiqi Zhao.wav,classic,,I Enjoy My Loneliness 
classic.00181.wav,ES_I See You - Hampus Naeselius.wav,classic,,I See You 
classic.00182.wav,ES_I'll Be Around - Gavin Luke.wav,classic,,I'll Be Around 
classic.00183.wav,ES_I'll Send You a Letter - Johannes Bornlof.wav,classic,,I'll Send You a Letter 
classic.00184.wav,ES_Image of You - Johannes Bornlof.wav,classic,,Image of You 
classic.00185.wav,ES_Imminent End - Christoffer Moe Ditlevsen.wav,classic,,Imminent End 
classic.00186.wav,ES_Infinity and Beyond - Jo Wandrini.wav,classic,,Infinity and Beyond 
classic.00187.wav,ES_Insight - Megan Wofford.wav,classic,,Insight 
classic.00188.wav,ES_Into Serenity - Christoffer Moe Ditlevsen.wav,classic,,Into Serenity 
classic.00189.wav,ES_It May Be June - Ludvig Moulin.wav,classic,,It May Be June 
classic.00190.wav,ES_Just Hold On - Megan Wofford.wav,classic,,Just Hold On 
classic.00191.wav,ES_Keep Up This Time - Trevor Kowalski.wav,classic,,Keep Up This Time 
classic.00192.wav,ES_Late Night Sketches - Gavin Luke.wav,classic,,Late Night Sketches 
classic.00193.wav,ES_Late Nights and Dark Skies - Anna Landstrom.wav,classic,,Late Nights and Dark Skies 
classic.00194.wav,ES_Leave It to the Professionals - Arthur Benson.wav,classic,,Leave It to the Professionals 
classic.00195.wav,ES_Like a Tiger - Jo Wandrini.wav,classic,,Like a Tiger 
classic.00196.wav,ES_Lost Empire - David Celeste.wav,classic,,Lost Empire 
classic.00197.wav,ES_Lost Letters - Anna Landstrom.wav,classic,,Lost Letters 
classic.00198.wav,ES_Love Always - Megan Wofford.wav,classic,,Love Always 
classic.00199.wav,ES_Maybe in Spain_ - Franz Gordon.wav,classic,,Maybe in Spain_ 
classic.00200.wav,ES_Medusa - Jo Wandrini.wav,classic,,Medusa 
classic.00201.wav,ES_Midst of Anger - Golden Anchor.wav,classic,,Midst of Anger 
classic.00202.wav,ES_Midst of Life - Christoffer Moe Ditlevsen.wav,classic,,Midst of Life 
classic.00203.wav,ES_Minor Emotions - Megan Wofford.wav,classic,,Minor Emotions 
classic.00204.wav,ES_Montage of a Map - Eden Avery.wav,classic,,Montage of a Map 
classic.00205.wav,ES_Moon Glow - Helmut Schenker.wav,classic,,Moon Glow 
classic.00206.wav,ES_Mosquitoes - Ludvig Moulin.wav,classic,,Mosquitoes 
classic.00207.wav,ES_Moving Emotions - Howard Harper-Barnes.wav,classic,,Moving Emotions 
classic.00208.wav,ES_Mutation - Harbours & Oceans.wav,classic,,Mutation 
classic.00209.wav,"ES_Novelletten, Op. 21, No. 2, Auerst Rasch und mit Bravour - Mira Ma.wav",classic,,"Novelletten, Op. 21, No. 2, Auerst Rasch und mit Bravour "
classic.00210.wav,ES_O Joyful Night - Helmut Schenker.wav,classic,,O Joyful Night 
classic.00211.wav,ES_Oak Hill - Anna Landstrom.wav,classic,,Oak Hill 
classic.00212.wav,ES_Once and Then Again - Anna Landstrom.wav,classic,,Once and Then Again 
classic.00213.wav,ES_Once in a Life - Howard Harper-Barnes.wav,classic,,Once in a Life 
classic.00214.wav,ES_Our Final Mission - Christoffer Moe Ditlevsen.wav,classic,,Our Final Mission 
classic.00215.wav,ES_Painted Memories - Franz Gordon.wav,classic,,Painted Memories 
classic.00216.wav,ES_Passing Clouds - Helmut Schenker.wav,classic,,Passing Clouds 
classic.00217.wav,ES_Past Deeds - Dream Cave.wav,classic,,Past Deeds 
classic.00218.wav,ES_Paths of a Samurai - Mandala Dreams.wav,classic,,Paths of a Samurai 
classic.00219.wav,ES_Poisoned - Ruiqi Zhao.wav,classic,,Poisoned 
classic.00220.wav,ES_Progression - Christoffer Moe Ditlevsen.wav,classic,,Progression 
classic.00221.wav,ES_Rainbow Fall - Lama House.wav,classic,,Rainbow Fall 
classic.00222.wav,ES_Random Acts of Kindness - Airae.wav,classic,,Random Acts of Kindness 
classic.00223.wav,ES_Resonance of Valor - Victor Lundberg.wav,classic,,Resonance of Valor 
classic.00224.wav,ES_Reverie in a Heartbeat - Franz Gordon.wav,classic,,Reverie in a Heartbeat 
classic.00225.wav,ES_Road of Fury - John Abbot.wav,classic,,Road of Fury 
classic.00226.wav,ES_Santa's Woolen Socks - Johannes Bornlof.wav,classic,,Santa's Woolen Socks 
classic.00227.wav,ES_Sayings and Blessings - David Celeste.wav,classic,,Sayings and Blessings 
classic.00228.wav,ES_Searching for Clues - Ludvig Moulin.wav,classic,,Searching for Clues 
classic.00229.wav,ES_Secrets of the Mind - Kikoru.wav,classic,,Secrets of the Mind 
classic.00230.wav,ES_Seduce - Trevor Kowalski.wav,classic,,Seduce 
classic.00231.wav,ES_Seeking Song - American Legion.wav,classic,,Seeking Song 
classic.00232.wav,ES_Sentiments de printemps - Magnus Ludvigsson.wav,classic,,Sentiments de printemps 
classic.00233.wav,ES_Serene Highlands - Daniel Kaede.wav,classic,,Serene Highlands 
classic.00234.wav,ES_Shadow Play - Anna Landstrom.wav,classic,,Shadow Play 
classic.00235.wav,ES_Shallow - Ruiqi Zhao.wav,classic,,Shallow 
classic.00236.wav,ES_Shattered Illusions - Victor Lundberg.wav,classic,,Shattered Illusions 
classic.00237.wav,ES_Shifting Angles - Experia.wav,classic,,Shifting Angles 
classic.00238.wav,ES_Silent Statements - Magnus Ludvigsson.wav,classic,,Silent Statements 
classic.00239.wav,ES_Slow Drift - Harbours & Oceans.wav,classic,,Slow Drift 
classic.00240.wav,ES_Sneaky Theft - Stationary Sign.wav,classic,,Sneaky Theft 
classic.00241.wav,ES_Snowfall - American Legion.wav,classic,,Snowfall 
classic.00242.wav,ES_Soft Reminder - Eneide.wav,classic,,Soft Reminder 
